Title,releaseYear,desc1,Meta_score,duration,rating,image,vote,rated
3358. Jack,1996.0,"Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.",31.0,1h 53m,5.8,"https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR3,0,140,207_.jpg",65000.0,PG-13
3359. Rebecca,1940.0,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,86.0,2h 10m,8.1,"https://m.media-amazon.com/images/M/MV5BYTI0MjUyODAtZTBkNC00MmIwLWFlNmYtMWE3ZmJlOWJjM2QyXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",149000.0,Approved
3360. Angels & Demons,2009.0,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,48.0,2h 18m,6.7,"https://m.media-amazon.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",312000.0,PG-13
3361. Rushmore,1998.0,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.",87.0,1h 33m,7.6,"https://m.media-amazon.com/images/M/MV5BZmM2MTNhYWItMDc4Yi00MTM3LWI3YTctYjE1NWRjNTczYjI5XkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",200000.0,R
3362. Dirty Grandpa,2016.0,"Right before his wedding, an uptight corporate lawyer is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",21.0,1h 42m,5.9,"https://m.media-amazon.com/images/M/MV5BMzk0NzkyNDk2M15BMl5BanBnXkFtZTgwNDczOTU3NzE@._V1_QL75_UX140_CR0,3,140,207_.jpg",135000.0,R
3363. Nosferatu the Vampyre,1979.0,"Count Dracula moves from Transylvania to Wismar, spreading the Black Plague across the land. Only a woman pure of heart can bring an end to his reign of horror.",79.0,1h 47m,7.4,"https://m.media-amazon.com/images/M/MV5BNDYxYWY3ZTUtNzNiMi00ZmQyLTliMzAtNDdiZGY1NzVjZTc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",41000.0,PG
3364. The Girl in the Pool,2024.0,A well-to-do family man is forced to struggle through a surprise birthday party moments after hiding the murdered corpse of his mistress.,0.0,1h 29m,4.5,"https://m.media-amazon.com/images/M/MV5BNGQ0ODdlZmUtNDJlZi00ODRmLTk0MTktN2UxMWYzOTBhM2UyXkEyXkFqcGc@._V1_QL75_UX140_CR0,4,140,207_.jpg",0.0,Not Rated
3365. Marrowbone,2017.0,"A young man and his three younger siblings, who have kept secret the death of their beloved mother in order to remain together, are plagued by a sinister presence in the sprawling manor in which they live.",63.0,1h 50m,6.7,"https://m.media-amazon.com/images/M/MV5BMzA5NDM1MjMzNl5BMl5BanBnXkFtZTgwNDUyMTA4NDM@._V1_QL75_UX140_CR0,1,140,207_.jpg",42000.0,R
3366. Three Men and a Baby,1987.0,"Jack Holden and his friends, Peter and Michael, spend most of their time having flings with several women in their apartment. Their life changes when a mysterious baby appears at their doorstep.",61.0,1h 42m,6.1,"https://m.media-amazon.com/images/M/MV5BOTFhMjAwNTMtYjVlMi00NTc5LTg4ZWItYjZlYjg1ZDJmNDljXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",59000.0,PG
3367. Terrified,2017.0,"When strange events occur in a neighborhood in Buenos Aires, a doctor specializing in the paranormal, her colleague, and an ex police officer decide to investigate further.",0.0,1h 27m,6.5,"https://m.media-amazon.com/images/M/MV5BMGI5NzgwYjQtMjgwNy00YTVjLTk2ZDQtZjdhOWM0OGEyOTk5XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",24000.0,Not Rated
3368. Strangers on a Train,1951.0,A psychopath tries to forcibly persuade a tennis star to agree to his theory that two strangers can get away with murder by submitting to his plan to kill the other's most-hated person.,88.0,1h 41m,7.9,"https://m.media-amazon.com/images/M/MV5BYjZkNjIwYjktN2IzOC00MmJlLWFkNDItZDZmNGZkNjQzZTA0XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",143000.0,PG
3369. Greta,2018.0,A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.,54.0,1h 38m,6.1,"https://m.media-amazon.com/images/M/MV5BNGMwYWU0NjctY2E4MS00MzZmLWEyZWEtNWEwOTQxNzc4MDJkXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",39000.0,R
3370. The Right Stuff,1983.0,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",91.0,3h 13m,7.8,"https://m.media-amazon.com/images/M/MV5BOTUwMDA3MTYtZjhjMi00ODFmLTg5ZTAtYzgwN2NlODgzMmUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,1,140,207_.jpg",66000.0,PG
3371. Four Rooms,1995.0,Four interlocking tales that take place in a fading hotel on New Year's Eve.,0.0,1h 38m,6.7,"https://m.media-amazon.com/images/M/MV5BOTUyYjA4OWQtZjU4Ni00OGVkLWE1MWUtZTdmNmI4OWRiZGU1XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UY207_CR3,0,140,207_.jpg",112000.0,R
3372. Summer School,1987.0,"Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the test.",30.0,1h 37m,6.6,"https://m.media-amazon.com/images/M/MV5BYTllNDllODAtOTVkOC00NGYzLWFkMTItZGY2YThlMWM3YWM2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,5,140,207_.jpg",23000.0,PG-13
3373. Teen Wolf,1985.0,An ordinary high school student discovers that his family has an unusual pedigree.,25.0,1h 31m,6.1,"https://m.media-amazon.com/images/M/MV5BMGFmZTFhYjktMmYyZi00ZmE4LWI0NGEtMDY2MGEzMDY0YjdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",61000.0,PG
3374. Dangerous,2021.0,"A reformed sociopath journeys to a remote island to investigate the mystery behind his brother's demise, but soon ends up facing off with more than he bargained for.",27.0,1h 39m,5.2,"https://m.media-amazon.com/images/M/MV5BMjhjMDBiNzYtY2M0Zi00ZDE3LTg2NzctMDU1NmYyNmUyYjNjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX140_CR0,2,140,207_.jpg",9400.0,R
3375. The Six Triple Eight,2024.0,"855 women joined the war to fix the three-year backlog of undelivered mail. Faced with discrimination and a country devastated by war, they managed to sort more than 17 million pieces of mail ahead of time.",0.0,2h 7m,0.0,"https://m.media-amazon.com/images/M/MV5BNDk5MDRlODMtOGI2ZS00OTkwLWI0ZmYtMDQ0YmI0MzlhYzc1XkEyXkFqcGc@._V1_QL75_UY207_CR86,0,140,207_.jpg",0.0,PG-13
3376. Crimson Tide,1995.0,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger-happy Captain from launching his missiles before confirming his orders to do so.",66.0,1h 56m,7.3,"https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",125000.0,R
3377. Across the Universe,2007.0,"The music of The Beatles, New York in the 1960s, and the American youth's actions to protest the Vietnam War, form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.",56.0,2h 13m,7.3,"https://m.media-amazon.com/images/M/MV5BMDViYjYzMTctNDFlNS00NmFmLWJlMGUtZDFmZmFjY2Q2ODhjXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX140_CR0,1,140,207_.jpg",115000.0,PG-13
3378. No Escape,2015.0,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",38.0,1h 43m,6.7,"https://m.media-amazon.com/images/M/MV5BMjE0MDI3NTE5NF5BMl5BanBnXkFtZTgwNzI3ODM2NjE@._V1_QL75_UX140_CR0,0,140,207_.jpg",95000.0,R
3379. Rebecca,2020.0,"A young newlywed arrives at her husband's imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.",46.0,2h 3m,6.0,"https://m.media-amazon.com/images/M/MV5BYzgzNGFkNDItZTJkZC00NzJkLTk2OWMtNzliM2I5YzQxYjkxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",47000.0,PG-13
3380. In the Shadow of the Moon,2019.0,A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.,48.0,1h 55m,6.2,"https://m.media-amazon.com/images/M/MV5BN2I1MGQ2ZjMtMjc1My00YzU1LThjNzktNzJlMWRkMTc0NjZhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",62000.0,TV-MA
3381. Belle de Jour,1967.0,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,0.0,1h 40m,7.6,"https://m.media-amazon.com/images/M/MV5BYjJiMGEwYTQtOGM0Ni00ZDQ0LThlNWItNzgwNTBlYmE1YzdjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,3,140,207_.jpg",50000.0,Approved
3382. Dog Soldiers,2002.0,A routine military exercise turns into a nightmare in the Scottish wilderness.,0.0,1h 45m,6.8,"https://m.media-amazon.com/images/M/MV5BZTliZmI0ZTYtM2E3ZS00OWEwLWIwMDUtMjdhYjA5MmU3YWJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",66000.0,R
3383. Brats,2024.0,Centers on 1980s films starring the 'Brat Pack' and their profound impact on the young stars' lives.,68.0,1h 32m,6.6,"https://m.media-amazon.com/images/M/MV5BYmExNmE5MDYtYjE0OC00MzY0LWFlYjQtN2ExZjc1MWRhODdlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",5000.0,Not Rated
3384. Tank Girl,1995.0,"A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.",46.0,1h 44m,5.4,"https://m.media-amazon.com/images/M/MV5BMzc0NjBmMzgtMTUxMS00YWFjLTk4NTYtNjE4NTJhOTU3ZTYwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",35000.0,R
3385. Fly,2024.0,"Over seven years, three couples involved in the extreme sport of BASE jumping test the limits of love and life itself. Risking everything for the thrill of the jump, their dedication is put to the ultimate test.",0.0,1h 50m,8.3,"https://m.media-amazon.com/images/M/MV5BMWJkNTJhOTItN2U2Mi00NzYyLTlmYjEtZWE2MTMyMWE2NGM3XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",0.0,R
3386. Save the Last Dance,2001.0,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",53.0,1h 52m,6.2,"https://m.media-amazon.com/images/M/MV5BNmM5MWJmOWQtMTBkZi00NDY5LTk3MjMtNjVhN2MzOWJkM2I5XkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_QL75_UX140_CR0,1,140,207_.jpg",67000.0,PG-13
3387. Jack Ryan: Shadow Recruit,2014.0,"Jack Ryan, as a young covert C.I.A. analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",57.0,1h 45m,6.2,"https://m.media-amazon.com/images/M/MV5BMTY2MDkxNzYwNl5BMl5BanBnXkFtZTgwOTM2MjE5MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",139000.0,PG-13
3388. Gonjiam: Haunted Asylum,2018.0,The crew of a horror web series travels to an abandoned asylum for a live broadcast. It soon encounters much more than expected as it moves deeper inside the nightmarish old building.,0.0,1h 35m,6.5,"https://m.media-amazon.com/images/M/MV5BOWI1Yjk5ZWEtZjcyNS00NmZkLWFkNzUtMDA5YmNhODA1ZDVhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",17000.0,Not Rated
3389. Nausicaä of the Valley of the Wind,1984.0,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,86.0,1h 57m,8.0,"https://m.media-amazon.com/images/M/MV5BODBhMTI3YzMtNTRjYS00OTFkLWJmODUtNjJiNzcwYTVkNDhiXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",186000.0,Not Rated
3390. Charlie's Angels: Full Throttle,2003.0,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,48.0,1h 46m,4.9,"https://m.media-amazon.com/images/M/MV5BMTM0MTg3OTU5N15BMl5BanBnXkFtZTYwMDc4MzU3._V1_QL75_UX140_CR0,0,140,207_.jpg",134000.0,PG-13
3391. The Hate U Give,2018.0,"Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",81.0,2h 13m,7.5,"https://m.media-amazon.com/images/M/MV5BZDVkMWJiMzUtNjQyOS00MGVmLWJhYmMtN2IxYzU4MjY3MDRmXkEyXkFqcGdeQXVyNzA5NjIzODk@._V1_QL75_UX140_CR0,0,140,207_.jpg",41000.0,PG-13
3392. Priest,2011.0,A warrior priest disobeys church law to track down a pack of vampires who have kidnapped his niece.,41.0,1h 27m,5.7,"https://m.media-amazon.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",125000.0,PG-13
3393. On the Waterfront,1954.0,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",91.0,1h 48m,8.1,"https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,2,140,207_.jpg",167000.0,Approved
3394. The Perfect Furlough,1958.0,"Army psychologist Lt. Vicki Loren oversees Corporal Paul Hodges when he is sent to Paris with young movie star Sandra Roca as a vicarious rest cure for all 103 of his sex-starved colleagues, who are building a radio base in the Arctic.",0.0,1h 33m,6.3,"https://m.media-amazon.com/images/M/MV5BMTI0MDgzNDctODQ1ZS00OGYwLWExN2QtMWU5ZjNhYjFiNGVlXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1200.0,Approved
3395. Robot Dreams,2023.0,The adventures and misfortunes of Dog and Robot in New York City during the 1980s.,87.0,1h 43m,7.6,"https://m.media-amazon.com/images/M/MV5BMzE4ZDlmNzUtY2QyZS00MmZiLWE1ZTgtOTcyNTEzNmNkODEzXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UY207_CR4,0,140,207_.jpg",14000.0,Not Rated
3396. Jay and Silent Bob Strike Back,2001.0,"The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie.",51.0,1h 44m,6.8,"https://m.media-amazon.com/images/M/MV5BY2EyYWEwZmQtZWU0Yy00M2Y3LThiZTktOTQxZDUxY2ZjOTYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",162000.0,R
3397. Krull,1983.0,"A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet, Krull.",45.0,2h 1m,6.1,"https://m.media-amazon.com/images/M/MV5BMTM0YTBiZTYtOWY4MS00ZThmLTk1YzQtOGQ0NmQ3OTRiMmQwXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,3,140,207_.jpg",37000.0,PG
3398. Wild Wild West,1999.0,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.",40.0,1h 46m,4.9,"https://m.media-amazon.com/images/M/MV5BYmYyMTc4YjItMGNhNC00OWQwLWJhMWUtNTdjZDgxMDI5MjE2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",168000.0,PG-13
3399. Heartbreakers,2001.0,A mother and daughter con team seduce and scam wealthy men.,47.0,2h 3m,6.2,"https://m.media-amazon.com/images/M/MV5BMTQ2NjE3NjQzOF5BMl5BanBnXkFtZTcwMDIwOTA0NA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",59000.0,PG-13
3400. State of Play,2009.0,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",64.0,2h 7m,7.1,"https://m.media-amazon.com/images/M/MV5BMTI1MTQ4MDIwMl5BMl5BanBnXkFtZTcwNzgxOTc0Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",162000.0,PG-13
3401. Skinamarink,2022.0,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.",66.0,1h 40m,4.8,"https://m.media-amazon.com/images/M/MV5BMTE0MTM4ZGUtMjE3Yi00ZjZlLWExYjAtNWFkNTc5ZGM5MDMzXkEyXkFqcGdeQXVyMTI2NTcyMjU5._V1_QL75_UY207_CR0,0,140,207_.jpg",17000.0,Not Rated
3402. Revenge,1990.0,"A retired US Navy pilot comes to Mexico, where he falls in love with the wife of a powerful businessman. The consequences will be cruel and unforeseen.",35.0,2h 4m,6.2,"https://m.media-amazon.com/images/M/MV5BZjIyMjc3YWUtY2M0OS00ZGIxLTkxZTItYzAyODkyMWVmZDBlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UY207_CR1,0,140,207_.jpg",21000.0,R
3403. The Vow,2012.0,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",43.0,1h 44m,6.8,"https://m.media-amazon.com/images/M/MV5BMjE1OTU5MjU0N15BMl5BanBnXkFtZTcwMzI3OTU5Ng@@._V1_QL75_UX140_CR0,0,140,207_.jpg",207000.0,PG-13
3404. Michael Clayton,2007.0,"A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.",82.0,1h 59m,7.2,"https://m.media-amazon.com/images/M/MV5BMTc0NTU5MjI2MV5BMl5BanBnXkFtZTcwMTg5NTQzMw@@._V1_QL75_UY207_CR0,0,140,207_.jpg",175000.0,R
3405. We Can Be Heroes,2020.0,"When alien invaders capture the Earth's superheroes, their kids must learn to work together to save their parents and the planet.",51.0,1h 40m,4.7,"https://m.media-amazon.com/images/M/MV5BODdkYTdhMGItNTg3Zi00NzczLWI2YjgtZThlNTFjZjBlYzFiXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",18000.0,PG
3406. Cabin Fever,2002.0,"Five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",56.0,1h 33m,5.6,"https://m.media-amazon.com/images/M/MV5BMTEwNTU3NzM2NDJeQTJeQWpwZ15BbWU2MDY2ODcyNw@@._V1_QL75_UY207_CR3,0,140,207_.jpg",85000.0,R
3407. Free Willy,1993.0,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.",79.0,1h 52m,6.0,"https://m.media-amazon.com/images/M/MV5BNjY4NDJhOTMtZmVjMC00Njk5LThjOWItMjg4NDcxMmNkODM3XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",84000.0,PG
3408. Cool Hand Luke,1967.0,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",92.0,2h 7m,8.1,"https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,4,140,207_.jpg",191000.0,Approved
3409. Get Smart,2008.0,"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.",54.0,1h 50m,6.5,"https://m.media-amazon.com/images/M/MV5BMTY0NzQ4MDU0NV5BMl5BanBnXkFtZTcwMzA2NzQ2MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",230000.0,PG-13
3410. Mighty Morphin Power Rangers,1995.0,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.",40.0,1h 35m,5.3,"https://m.media-amazon.com/images/M/MV5BN2I2Y2I5N2MtMzJhMy00NzE2LThlMzEtNGE0ODA4M2JhOWNiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX140_CR0,1,140,207_.jpg",30000.0,PG
3411. Kfn,2024.0,"Teenage Peri's arranged marriage faces troubles. To resolve issues, she revisits family archives from when relatives recorded memories in 2000s Sulaimani after her mother's early death.",0.0,1h 40m,7.4,"https://m.media-amazon.com/images/M/MV5BY2EwZWJlNTAtNTEyNy00MTUxLWI2YmYtMzhkYWNiZTk0NjFmXkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg",0.0,Not Rated
3412. Reunion,2024.0,"Snowbound at their high school reunion, former classmates uncover a murder and scramble to identify the killer among them before they're all iced out for good.",0.0,1h 30m,5.6,"https://m.media-amazon.com/images/M/MV5BM2ViMjFhOWItYzJkYy00NGNlLTkwNDQtZmYyYzY4MzE0NzdiXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2100.0,R
3413. The Infernal Machine,2022.0,A reclusive and controversial author is drawn out of hiding when he begins to receive endless letters from an obsessive fan. What ensues is a dangerous labyrinth as he searches for the person behind the cryptic messages.,0.0,1h 51m,5.4,"https://m.media-amazon.com/images/M/MV5BMTU2Mzc2MzMtZjgwZC00MjI2LTg3YTktZDAzZTAyZmFkYTE0XkEyXkFqcGdeQXVyMjM2OTA1OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",4000.0,R
3414. Copycat,1995.0,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,54.0,2h 3m,6.6,"https://m.media-amazon.com/images/M/MV5BYWUwNDk2ZDYtNmFkMi00NjE5LWE1M2ItYTRkNTFjZDU3ZDU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg",67000.0,R
3415. Enola Holmes 2,2022.0,"Now a detective-for-hire, Enola Holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - and Sherlock himself - to unravel.",64.0,2h 9m,6.8,"https://m.media-amazon.com/images/M/MV5BMDI1NWM1ZDItNDFhMi00YWRhLTg1YzItNTNhY2M2N2QzY2FkXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,0,140,207_.jpg",104000.0,PG-13
3416. Pitch Perfect 2,2015.0,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",63.0,1h 55m,6.4,"https://m.media-amazon.com/images/M/MV5BMzk4OTM2NzMzNl5BMl5BanBnXkFtZTgwNTAzNDE0NDE@._V1_QL75_UX140_CR0,7,140,207_.jpg",172000.0,PG-13
3417. Nightbreed,1990.0,"A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",40.0,1h 42m,6.5,"https://m.media-amazon.com/images/M/MV5BYWI4MTVlM2UtNTEzZC00MjdiLWE4ZjItNTZmM2U2NjUzNzI1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY207_CR0,0,140,207_.jpg",27000.0,R
3418. Uptown Girls,2003.0,A grown-up woman who kept her childish instincts and behavior starts working as the nanny of an 8-year-old girl who actually acts like an adult. But everything ends right-side up.,33.0,1h 32m,6.2,"https://m.media-amazon.com/images/M/MV5BODk0ODI2MTk1N15BMl5BanBnXkFtZTcwODg3Mjg3NA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",45000.0,PG-13
3419. Paths of Glory,1957.0,"After a failed attack on a German position, a general orders three soldiers, chosen at random, court-martialed for cowardice and their commanding officer must defend them.",90.0,1h 28m,8.4,"https://m.media-amazon.com/images/M/MV5BOTI5Nzc0OTMtYzBkMS00NjkxLThmM2UtNjM2ODgxN2M5NjNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX140_CR0,3,140,207_.jpg",216000.0,Approved
3420. The Unbearable Lightness of Being,1988.0,"Central Europe, 1968: A Czech doctor with an active sex life meets a woman who wants monogamy, and then the Soviet invasion further disrupts their lives.",73.0,2h 51m,7.3,"https://m.media-amazon.com/images/M/MV5BNzE2NWU4YzEtZTU4NC00NDE0LTlhOTktMjUwMWJiYzAwZjI0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY207_CR0,0,140,207_.jpg",39000.0,R
3421. The Pod Generation,2023.0,"In a not-so-distant future, tech giant Pegazus offers couples the opportunity to share their pregnancies via detachable artificial wombs or pods. And so begins Rachel and Alvy's wild ride to parenthood in this brave new world.",60.0,1h 50m,5.6,"https://m.media-amazon.com/images/M/MV5BNjI0ZmVmNmQtMWJmYi00ZDA4LWEyZDctOTE1ZGYwODhlMmRhXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",5100.0,PG-13
3422. The Golden Compass,2007.0,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",51.0,1h 53m,6.1,"https://m.media-amazon.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_QL75_UX140_CR0,0,140,207_.jpg",198000.0,PG-13
3423. The Fog,1980.0,An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.,55.0,1h 29m,6.8,"https://m.media-amazon.com/images/M/MV5BYmU4MmNmZWYtMmIxMC00MGE3LTljODctNWQ1ZTQ4NDBlNzQ1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",84000.0,R
3424. Mean Streets,1973.0,"In New York City's Little Italy, a devoutly Catholic mobster must reconcile his desire for power, his feelings for his epileptic girlfriend, and his devotion to his troublesome friend.",96.0,1h 52m,7.2,"https://m.media-amazon.com/images/M/MV5BMWNmNGY3ZGMtYWQ3OC00Zjg4LWFiN2EtZjM2MDI1YzRiNjg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",121000.0,R
