Meta_score,Title,desc1,duration,image,rated,rating,releaseYear,vote
,3359. The Abyss,"Frigga, who tries to balance her risky job as a security manager in the Kiirunavaara mine with her family life, has to fight for her life and the lives of her loved ones when her city starts collapsing into the mine.",1h 43m,"https://m.media-amazon.com/images/M/MV5BZTg2OGY4YmUtMWNhNy00MzFiLTkzOTMtNGU3NjAzN2MwMTZhXkEyXkFqcGdeQXVyMTI3NjAxODc0._V1_QL75_UY207_CR3,0,140,207_.jpg",TV-MA,5.3,2023,8.8K
63,3360. Night Shift,"A mild-mannered morgue attendant is assigned to the night shift, and his new coworker, along with his prostitute neighbor, convince him of running a prostitution ring out of the morgue.",1h 46m,"https://m.media-amazon.com/images/M/MV5BOTFmMmM4Y2EtZDM3NC00NjhlLTkzODItMDk1NmY2NTNiOGU0L2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX140_CR0,5,140,207_.jpg",R,6.5,1982,18K
28,3361. The Ugly Truth,An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,1h 36m,"https://m.media-amazon.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.4,2009,232K
28,3362. House on Haunted Hill,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",1h 33m,"https://m.media-amazon.com/images/M/MV5BNzUwYWQzZDQtMDQ0Mi00NjFlLTgzNjAtNTFhZmZhNWY4NGEzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY207_CR6,0,140,207_.jpg",R,5.6,1999,61K
62,3363. G.I. Jane,"Lt. Jordan, a US Navy topographic analyst, joins the US Navy Special Warfare Group and struggles to prove her worth in a unit dominated by men. But a cynical woman Texan senator has sold her out.",2h 5m,"https://m.media-amazon.com/images/M/MV5BODBkMWRmZWItZGQ3NC00ODA4LTlkYjAtODA3MzQ5Yjk4MGIzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.0,1997,88K
47,3364. Failure to Launch,A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,1h 37m,"https://m.media-amazon.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,5.6,2006,88K
42,3365. Abraham Lincoln: Vampire Hunter,"Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",1h 45m,"https://m.media-amazon.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,5.9,2012,163K
58,3366. Stoker,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",1h 39m,"https://m.media-amazon.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.7,2013,115K
86,3367. Heavenly Creatures,"Two teenage girls share a unique bond: their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",1h 39m,"https://m.media-amazon.com/images/M/MV5BMjY2OTgyMjMtZGEwYy00NGNjLTg3NmQtNzBmMDRkZmRiYzlhXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",R,7.3,1994,68K
56,3368. Filth,"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",1h 37m,"https://m.media-amazon.com/images/M/MV5BMjE2NTgyMzM0NV5BMl5BanBnXkFtZTgwNzkwNDE1MzE@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.0,2013,117K
,3369. The Taking of Deborah Logan,"An elderly woman battling Alzheimer's disease agrees to let a film crew document her condition, but what they discover is something far more sinister going on.",1h 30m,"https://m.media-amazon.com/images/M/MV5BZWQ3YmU4ZjYtZGE2Ni00NjhiLTk2NTMtYmVmYmNkNWViYzUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,6.0,2014,42K
90,3370. Paths of Glory,"After a failed attack on a German position, a general orders three soldiers, chosen at random, court-martialed for cowardice and their commanding officer must defend them.",1h 28m,"https://m.media-amazon.com/images/M/MV5BOTI5Nzc0OTMtYzBkMS00NjkxLThmM2UtNjM2ODgxN2M5NjNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX140_CR0,3,140,207_.jpg",Approved,8.4,1957,216K
,3371. Jawan,A prison warden recruits inmates to commit outrageous crimes that shed light on corruption and injustice - and that lead him to an unexpected reunion.,2h 49m,"https://m.media-amazon.com/images/M/MV5BOWI5NmU3NTUtOTZiMS00YzA1LThlYTktNDJjYTU5NDFiMDUxXkEyXkFqcGdeQXVyMTUzNjEwNjM2._V1_QL75_UY207_CR13,0,140,207_.jpg",Not Rated,6.9,2023,99K
71,3372. Pleasantville,"Two 1990s teenage siblings find themselves transported to a 1950s sitcom where their influence begins to profoundly change that colorless, complacent world.",2h 4m,"https://m.media-amazon.com/images/M/MV5BYTRlYzk4NDktODE3Ni00YjFkLWFjYmUtNjg1MzdmYmFmOTJkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY207_CR0,0,140,207_.jpg",PG-13,7.5,1998,138K
47,3373. Heartbreakers,A mother and daughter con team seduce and scam wealthy men.,2h 3m,"https://m.media-amazon.com/images/M/MV5BMTQ2NjE3NjQzOF5BMl5BanBnXkFtZTcwMDIwOTA0NA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG-13,6.2,2001,59K
,3374. Trouble Along the Way,An ex-football coach is hired by a small Catholic college to train its football team in the hopes of winning games and making money to save the school from bankruptcy.,1h 51m,"https://m.media-amazon.com/images/M/MV5BOTAxYTA2ZDAtNGM5Yi00OWQ3LTllOTYtZWY0NTVlMDY3MGUxXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_QL75_UY207_CR2,0,140,207_.jpg",Approved,6.8,1953,2.2K
27,3375. Garfield: The Movie,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.",1h 20m,"https://m.media-amazon.com/images/M/MV5BMTIzMTc1OTUxOV5BMl5BanBnXkFtZTYwNTMxODc3._V1_QL75_UY207_CR0,0,140,207_.jpg",PG,5.0,2004,95K
81,3376. The Hate U Give,"Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",2h 13m,"https://m.media-amazon.com/images/M/MV5BZDVkMWJiMzUtNjQyOS00MGVmLWJhYmMtN2IxYzU4MjY3MDRmXkEyXkFqcGdeQXVyNzA5NjIzODk@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.5,2018,41K
66,3377. Earth Girls Are Easy,A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.,1h 40m,"https://m.media-amazon.com/images/M/MV5BN2RlYjE4MWItZmY0ZS00YjIzLWEyYTAtMDhkZmQ2Njc4MzgwXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_QL75_UX140_CR0,4,140,207_.jpg",PG,5.5,1988,26K
34,3378. Alice Through the Looking Glass,"Alice is appointed to save her beloved Mad Hatter from deadly grief by travelling back to the past, but this means fatally harming Time himself, the noble clockwork man with the device needed to save the Hatter's family from the Red Queen.",1h 53m,"https://m.media-amazon.com/images/M/MV5BMTc2NjExMTIyN15BMl5BanBnXkFtZTgwMjg0OTIwODE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,6.2,2016,124K
39,3379. Police Academy 2: Their First Assignment,When a new gang moves into town it's up to the screwball police team to stop them.,1h 27m,"https://m.media-amazon.com/images/M/MV5BOTc4Zjc4NzAtODA3My00ODQ4LWJiY2YtZDI4MjMwZmI3YzgwXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,5.8,1985,60K
41,3380. The Woman in the Window,An agoraphobic woman living alone in New York begins spying on her new neighbors; only to witness a disturbing act of violence.,1h 40m,"https://m.media-amazon.com/images/M/MV5BYmVlNWJkZWYtYmJkMy00YTZlLTgwODMtZjVmOGMzMmM1ZTk2XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX140_CR0,0,140,207_.jpg",R,5.7,2021,84K
26,3381. Mac and Me,An alien trying to escape from NASA is befriended by a wheelchair-bound boy.,1h 39m,"https://m.media-amazon.com/images/M/MV5BMTllYjI2ZTktMWRlMS00ZWI4LWIzNmYtMWI2YmE3ZWU2ZDQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,6,140,207_.jpg",PG,3.4,1988,15K
,3382. Your Fault,"Despite their parents' efforts to separate them, Noah and Nick's love seems unbreakable. However, work and college open their lives to new relationships.",Not Relased,"https://m.media-amazon.com/images/M/MV5BYTU4Y2Q3NjItZWU4Zi00OGU0LTk0MTEtN2U1MGE1NDRlOGI2XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg",Not Rated,,2024,0
44,3383. Into the Storm,"Storm trackers, thrill-seekers, and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of Silverton.",1h 29m,"https://m.media-amazon.com/images/M/MV5BMjMwODI2ODc3Nl5BMl5BanBnXkFtZTgwMDQwNjkwMjE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,5.8,2014,72K
46,3384. Teen Witch,"High school misfit Louise, at a loss for romance, discovers magical abilities, but the teenage witch finds that she cannot conjure herself true love, so what?",1h 33m,"https://m.media-amazon.com/images/M/MV5BZGY2YzFjOWEtMmZiMy00MjIyLTk1MTEtZDZmNmQxN2JjMjA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",PG-13,6.0,1989,11K
66,3385. Miller's Crossing,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",1h 55m,"https://m.media-amazon.com/images/M/MV5BMTY2Njk3MTAzM15BMl5BanBnXkFtZTgwMTY5Mzk4NjE@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,7.7,1990,143K
76,3386. The Disaster Artist,"When aspiring actor Greg Sestero meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",1h 44m,"https://m.media-amazon.com/images/M/MV5BOGNkMzliMGMtMDI5Ni00OTZkLTgyMTYtNzk5ZTY1NjVhYjVmXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.3,2017,166K
,3387. Paradise,"After his wife is forced to give up 40 years of her life as payment for an insurance debt, a man desperately searches for a way to get them back.",1h 57m,"https://m.media-amazon.com/images/M/MV5BOGRmZTRiMTUtMzczMS00OGY3LWE0OTAtNDVhZTBkY2E5MmQyXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UY207_CR4,0,140,207_.jpg",TV-MA,6.3,2023,22K
53,3388. Rounders,"A young, reformed gambler must return to playing high stakes poker to help a friend pay off loan sharks, while balancing his relationship with his girlfriend and his commitments to law school.",2h 1m,"https://m.media-amazon.com/images/M/MV5BMzViMmMxMzItYmYyYi00NGU3LWI2MDMtNjcwOWFmZTZkOTcwXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.3,1998,161K
73,3389. The Dig,An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.,1h 52m,"https://m.media-amazon.com/images/M/MV5BY2RmZmI0NDMtMGQzOC00YWU3LTkwYWUtMDRkNDBjZDg3YTkyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.1,2021,84K
37,3390. Wrath of the Titans,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",1h 39m,"https://m.media-amazon.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,5.7,2012,197K
86,3391. Nausicaä of the Valley of the Wind,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,1h 57m,"https://m.media-amazon.com/images/M/MV5BODBhMTI3YzMtNTRjYS00OTFkLWJmODUtNjJiNzcwYTVkNDhiXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Not Rated,8.0,1984,185K
76,3392. The Last Emperor,Bernardo Bertolucci's Oscar-winning dramatization of China's eleventh and final monarch of the Qing dynasty: Emperor Puyi.,2h 43m,"https://m.media-amazon.com/images/M/MV5BYWZhOThiYTktMTIxNi00OGRlLWI4MTAtNDhjOGEwNjcxMTg3XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX140_CR0,1,140,207_.jpg",PG-13,7.7,1987,113K
43,3393. Kingpin,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",1h 54m,"https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG-13,6.9,1996,92K
,3394. All Things Fair,"Stig, a 15-year-old student, is attracted to the beauty of Viola, his 37-year-old teacher, and she, drawn to his youth and innocence, feels that he is a God-sent relief for her drunken and miserable husband.",2h 10m,"https://m.media-amazon.com/images/M/MV5BMjVhNTBmMjctMzMyYS00ZTViLWEzZGEtYzZiMjBjMzNlODNlXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",Unrated,6.8,1995,7.7K
51,3395. Hardcore Henry,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",1h 36m,"https://m.media-amazon.com/images/M/MV5BNjIzNTcwMDc3Nl5BMl5BanBnXkFtZTgwNzU5NTY5NzE@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.7,2015,103K
25,3396. Encino Man,"When they find a frozen caveman in their back yard, two high school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.",1h 28m,"https://m.media-amazon.com/images/M/MV5BZjc5OGIzYTUtYjFkYy00NDcxLTgwMzUtNzRlMTJmZjZkZDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG,5.8,1992,46K
32,3397. Robin Hood,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,1h 56m,"https://m.media-amazon.com/images/M/MV5BNTRhODA2M2QtNTgwNi00ZWUyLTlhMDQtN2M2OGEwNTU3NGRjXkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,5.3,2018,80K
,3398. Ozi: Voice of the Forest,"This is the story of Ozi, an orphan orangutan who uses her influencer skills to save her forest and home from deforestation.",1h 27m,"https://m.media-amazon.com/images/M/MV5BMzQ1N2Y2YmYtMzg5Ni00NzM4LTlmZjMtY2UxMzRkZTAxNmUxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Not Rated,4.3,2023,193
73,3399. Motel Destino,"Under the burning sky on a roadside on the coast of Ceará, Motel Destino is the scene of dangerous games of desire, power and violence. One night, the arrival of young Heraldo definitively transforms the daily life of the place.",1h 55m,"https://m.media-amazon.com/images/M/MV5BOWJmZTUzYzgtZGFiOC00ZTRhLWJiMmQtMDgwYzE3MDExZDdiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY207_CR8,0,140,207_.jpg",Not Rated,6.6,2024,388
65,3400. Buried,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,1h 35m,"https://m.media-amazon.com/images/M/MV5BZTRmZmIxMDktZjVmMS00NmFiLWExNmMtMzg0MTIyZDYwNWZjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY207_CR4,0,140,207_.jpg",R,7.0,2010,170K
76,3401. Lady Macbeth,"In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.",1h 29m,"https://m.media-amazon.com/images/M/MV5BMGYwMjI4OTItOWQ2OS00NzA3LWFhM2EtZWRmZjE3NGE1MmI0XkEyXkFqcGdeQXVyMTYzMDUzNjEw._V1_QL75_UY207_CR3,0,140,207_.jpg",R,6.8,2016,28K
66,3402. The Way Back,Siberian gulag escapees travel four thousand miles by foot to freedom in India.,2h 13m,"https://m.media-amazon.com/images/M/MV5BMTg5MTc5MTM3Ml5BMl5BanBnXkFtZTcwMDI2NzgwNA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.3,2010,123K
54,3403. Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,2h 3m,"https://m.media-amazon.com/images/M/MV5BYWUwNDk2ZDYtNmFkMi00NjE5LWE1M2ItYTRkNTFjZDU3ZDU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,6.6,1995,67K
83,3404. 20th Century Women,"In 1979 Santa Barbara, Dorothea is a determined single mother who is raising her son, Jamie. Dorothea enlists the help of two women -- Abbie, a free-spirited punk artist and Julie, a savvy teenager -- to help with Jamie's upbringing.",1h 59m,"https://m.media-amazon.com/images/M/MV5BMTkwNDE4NzQwM15BMl5BanBnXkFtZTgwNzQ5Nzg0MDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.3,2016,50K
,3405. The Accountant 2,"Sequel to the 2016 film, The Accountant.",Not Relased,,Not Rated,,2025,0
78,3406. Glory,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",2h 2m,"https://m.media-amazon.com/images/M/MV5BODhlNjA5MDEtZDVhNS00ZmM3LTg1YzAtZGRjNjhjNTAzNzVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_QL75_UY207_CR1,0,140,207_.jpg",R,7.8,1989,146K
,3407. A Perfect Ending,"Rebecca has a very unusual secret, one that not even her best friends know about. The last person on earth she expects to reveal it to is a high priced escort named Paris.",1h 50m,"https://m.media-amazon.com/images/M/MV5BMzk5MDgwOTg2NF5BMl5BanBnXkFtZTcwNjc5MjkwNw@@._V1_QL75_UX140_CR0,4,140,207_.jpg",Not Rated,5.6,2012,4.9K
67,3408. The SpongeBob SquarePants Movie,"SpongeBob takes leave from Bikini Bottom in order to track down, with Patrick, King Neptune's stolen crown.",1h 27m,"https://m.media-amazon.com/images/M/MV5BZjM5YjI0NmQtOTk4OS00NTNiLThkNzQtNTZlNGE4Y2VmNmU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.2,2004,104K
52,3409. Absolute Power,Career thief Luther Whitney (Clint Eastwood) witnesses a horrific crime involving U.S. President Alan Richmond (Gene Hackman).,2h 1m,"https://m.media-amazon.com/images/M/MV5BNDFlNTZmOGYtYmE0ZC00OTE4LWI5YzctNmZmZDU3M2ZiMmI4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY207_CR1,0,140,207_.jpg",R,6.7,1997,61K
49,3410. The Best Offer,"Virgil Oldman, a wealthy art auctioneer, takes the help of a young artificer, Robert, to understand and woo Claire Ibbetson, a young heiress, who hires him to auction off an antique collection.",2h 11m,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQ3NjA0N15BMl5BanBnXkFtZTgwODQyNjQ4MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.8,2013,130K
36,3411. Space Jam: A New Legacy,"A rogue artificial intelligence kidnaps the son of famed basketball player LeBron James, who then has to work with Bugs Bunny to win a basketball game.",1h 55m,"https://m.media-amazon.com/images/M/MV5BNWMyMDc3ODYtODMwZS00MGVjLWJhY2QtYWI1NDM0Y2RjOTMzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,4.5,2021,82K
51,3412. Quigley Down Under,"Sharpshooter Matt Quigley is hired from Wyoming by an Australian rancher paying a very high price. But when Quigley arrives Down Under, all is not as it seems.",1h 59m,"https://m.media-amazon.com/images/M/MV5BMGZlMzMxNDUtMzE2ZC00ODBkLThjMmMtZWZkMGE4ZGM4YTIwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY207_CR3,0,140,207_.jpg",PG-13,6.9,1990,25K
36,3413. The Karate Kid Part III,"Ostracised villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business.",1h 52m,"https://m.media-amazon.com/images/M/MV5BODk0NzA4MTMtNGQ3Zi00OTdlLThiZmQtOTI0YWEyNDFiMTg2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX140_CR0,1,140,207_.jpg",PG,5.3,1989,70K
61,3414. Role Models,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.,1h 39m,"https://m.media-amazon.com/images/M/MV5BMTg3MTk4NzQ0NV5BMl5BanBnXkFtZTcwNjM0OTc5MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.8,2008,243K
59,3415. The Living Daylights,"James Bond is sent to investigate a KGB policy to kill all enemy spies, and uncovers an arms deal that potentially has major global ramifications.",2h 10m,"https://m.media-amazon.com/images/M/MV5BZjI4MjBmYzItYTY5OC00OWYzLWE0NWYtZDQxNDQxM2QzYjA4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,2,140,207_.jpg",PG,6.7,1987,107K
84,3416. You Were Never Really Here,"A traumatized veteran unafraid of violence tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what could be his death trip or his awakening.",1h 29m,"https://m.media-amazon.com/images/M/MV5BMDkwOTE0ZjMtZmRiYS00M2M3LWE3MzUtNzNmNmExNTNmNjg5XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.7,2017,129K
55,3417. Great Expectations,Modernization of Charles Dickens' classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,1h 51m,"https://m.media-amazon.com/images/M/MV5BNzk2MzQ4ZDctYzg0My00MzY2LTlmY2QtMWUxZTcxM2UwNzRmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.8,1998,57K
65,3418. Ouija: Origin of Evil,"In 1967 Los Angeles, a widowed mother and her daughters add a new stunt to bolster their seance scam business by inviting an evil presence into their home, not realizing how dangerous it is.",1h 39m,"https://m.media-amazon.com/images/M/MV5BNTg5ODJkNGItZjIwNi00YmQxLThkMGMtMWU0Y2NlZmE5NTI5XkEyXkFqcGdeQXVyNjk1MDAwNzU@._V1_QL75_UY207_CR0,0,140,207_.jpg",PG-13,6.2,2016,76K
24,3419. Piranha 3DD,"After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark.",1h 23m,"https://m.media-amazon.com/images/M/MV5BMjAzMzY4NTk0M15BMl5BanBnXkFtZTcwMDA4ODU3Nw@@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,3.8,2012,46K
59,3420. It's a Mad Mad Mad Mad World,"A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each other in a race across the state to get to it.",3h 30m,"https://m.media-amazon.com/images/M/MV5BN2YyYjUzYmMtZDNmMy00ODRmLWExOTYtMzg5NzQ5NzZhNjA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,3,140,207_.jpg",Approved,7.5,1963,47K
47,3421. Monster Hunter,"When Cpt. Artemis and her loyal soldiers are transported to a new world, they engage in a desperate battle for survival against enormous enemies with incredible powers. Feature film based on the video game by Capcom.",1h 43m,"https://m.media-amazon.com/images/M/MV5BOGU3NTFmNjYtODc3Ny00MWEzLWI3M2ItZjE3NDgwMTI0MzkzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,5.2,2020,69K
67,3422. Charlie Wilson's War,"A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.",1h 42m,"https://m.media-amazon.com/images/M/MV5BMTgwMDgwMDc4MF5BMl5BanBnXkFtZTYwOTU3MDM4._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.0,2007,126K
26,3423. Because I Said So,A meddling mother tries to set her daughter up with the right man so her kid won't follow in her footsteps.,1h 42m,"https://m.media-amazon.com/images/M/MV5BMjAyNjU4NTMzNl5BMl5BanBnXkFtZTcwNzk3NzI0MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,5.6,2007,40K
55,3424. Tie Me Up! Tie Me Down!,An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.,1h 41m,"https://m.media-amazon.com/images/M/MV5BMjExMDM0OTItY2E1YS00N2Y4LWFlNGMtOTgyNmFlMjIyOTgxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY207_CR3,0,140,207_.jpg",NC-17,7.0,1989,32K
,3425. Grand Jeté,"In order to concentrate on her career, a ballet teacher lives estranged from her young son, who grew up with her mother. When she meets him again after years, an affection develops that goes far beyond maternal love.",1h 45m,"https://m.media-amazon.com/images/M/MV5BNGFiNWI4MzktOThlMC00NjU0LTk2Y2YtNWE5Njc3NGJiYzk0XkEyXkFqcGdeQXVyMTMwNjQxNDU1._V1_QL75_UY207_CR4,0,140,207_.jpg",Unrated,4.8,2022,982
64,3426. Ladyhawke,"The thief Gaston escapes the dungeon of medieval Aquila through the latrine. Soldiers are about to kill him when Navarre saves him. Navarre, traveling with his spirited hawk, plans to kill the bishop of Aquila with help from Gaston.",2h 1m,"https://m.media-amazon.com/images/M/MV5BZjhkMmFmMGMtZTIwMy00NGE0LThkZWQtOWNjMDQ1NTY4MmNjXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.9,1985,52K
73,3427. Malcolm X,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination.",3h 22m,"https://m.media-amazon.com/images/M/MV5BOTRiNzY4MWItNjU2Ni00ZDdlLWE4YTItMDdkYTQ3NDFjY2FiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,1,140,207_.jpg",PG-13,7.7,1992,103K
57,3428. I Came By,Follows a young graffiti artist who discovers a shocking secret that would put him and the ones closest to him in danger.,1h 50m,"https://m.media-amazon.com/images/M/MV5BMzhjOWRmMGMtZjExNy00M2IxLWFmODQtM2I1MzBmZTcwOTgwXkEyXkFqcGdeQXVyNTg1MDQzMDU@._V1_QL75_UX140_CR0,0,140,207_.jpg",TV-MA,6.2,2022,34K
